date,open,high,low,close,volume,dividends,stock_splits
2020-08-14 00:00:00+03:00,3.9799986172275346,4.090720073960385,3.905186891555786,3.905186891555786,2792349,0.0,0.0
2020-08-17 00:00:00+03:00,3.905186891555786,4.288224022874205,3.725638236250277,3.905186891555786,14318067,0.0,0.0
2020-08-18 00:00:00+03:00,3.8842389063201685,4.054810342899282,3.8513222949641337,3.905186891555786,5205948,0.0,0.0
2020-08-19 00:00:00+03:00,3.920148378035994,3.9770060905711775,3.9081788965519193,3.929126024246216,2867652,0.0,0.0
2020-08-20 00:00:00+03:00,3.9500736948882786,4.0398480094834825,3.911170849780475,3.9650354385375977,4681002,0.0,0.0
2020-08-21 00:00:00+03:00,3.985983734637557,4.1595474231904115,3.965035750799062,4.039848327636719,7897371,0.0,0.0
2020-08-24 00:00:00+03:00,4.144584347285013,4.294208643113718,4.093712874366273,4.18947172164917,7727958,0.0,0.0
2020-08-25 00:00:00+03:00,4.231366716026163,4.24333619703848,3.8962092615052346,3.9919676780700684,5444034,0.0,0.0
2020-08-26 00:00:00+03:00,4.006931184782085,4.045833179928843,3.9201486914051578,3.95306658744812,2933877,0.0,0.0
2020-08-27 00:00:00+03:00,3.9859843675469406,4.048826616729821,3.9650363803822466,4.015908718109131,2258571,0.0,0.0
2020-08-28 00:00:00+03:00,4.027877871203259,4.069772553411387,3.926133642983518,3.974012851715088,2403777,0.0,0.0
2020-08-31 00:00:00+03:00,3.9650359426709323,4.003938792725028,3.8722693531666232,3.8902242183685303,2431380,0.0,0.0
2020-09-01 00:00:00+03:00,3.9051867689731243,3.914164415495475,3.8034421060826435,3.8513221740722656,2355759,0.0,0.0
2020-09-02 00:00:00+03:00,3.8692767062309654,3.9949607501891697,3.8602994885585207,3.9111709594726562,3889782,0.0,0.0
2020-09-03 00:00:00+03:00,3.950074269421044,3.982990880777079,3.8573068220632227,3.905186891555786,3382710,0.0,0.0
2020-09-04 00:00:00+03:00,3.893216283021087,3.9859837239428964,3.8602996739487376,3.932119131088257,3132096,0.0,0.0
2020-09-07 00:00:00+03:00,3.9590514750705212,4.081742841751817,3.947081136678598,4.045833110809326,3117666,0.0,0.0
2020-09-08 00:00:00+03:00,4.1206454700849,4.144584433266225,4.000945517245435,4.021893501281738,3393567,0.0,0.0
