date,open,high,low,close,volume,dividends,stock_splits
2020-08-14 00:00:00+03:00,0.5329555884378608,0.5511549398077774,0.5313313036607483,0.5349053144454956,3708456,0.0,0.0
2020-08-17 00:00:00+03:00,0.5345808569790256,0.5420552544863242,0.5228815078735352,0.5228815078735352,2048529,0.0,0.0
2020-08-18 00:00:00+03:00,0.5202818991037137,0.5557042779569602,0.5137828319232156,0.5313313007354736,10608630,0.0,0.0
2020-08-19 00:00:00+03:00,0.5290561349061553,0.5843020915155891,0.521581737287403,0.5329555869102478,12718031,0.0,0.0
2020-08-20 00:00:00+03:00,0.5329555471618156,0.5427051112850699,0.5267809283865977,0.5326310992240906,2760009,0.0,0.0
2020-08-21 00:00:00+03:00,0.5414053654449611,0.5430305850337621,0.5219071708700288,0.5232069492340088,4648880,0.0,0.0
2020-08-24 00:00:00+03:00,0.5277563502245302,0.5336054697333518,0.5215817310624942,0.524831235408783,2243419,0.0,0.0
2020-08-25 00:00:00+03:00,0.5248312505431678,0.5358806523908468,0.5157325679981728,0.5180067420005798,2981624,0.0,0.0
2020-08-26 00:00:00+03:00,0.5189821141067846,0.5264565116105071,0.5173568360916739,0.5212572813034058,2544306,0.0,0.0
2020-08-27 00:00:00+03:00,0.5297060161990125,0.5297060161990125,0.5186566731303613,0.5228815078735352,2686529,0.0,0.0
2020-08-28 00:00:00+03:00,0.5261311119941033,0.5313313359801068,0.5199574856328224,0.5238569378852844,2903981,0.0,0.0
2020-08-31 00:00:00+03:00,0.5287316840123175,0.5449803159702545,0.519632008403901,0.5293815732002258,7280300,0.0,0.0
2020-09-01 00:00:00+03:00,0.5287316824644991,0.5362060800199239,0.5219071740950803,0.527431845664978,2560172,0.0,0.0
2020-09-02 00:00:00+03:00,0.5303559520874324,0.5378303494295462,0.5264565002276643,0.5336054563522339,5270923,0.0,0.0
2020-09-03 00:00:00+03:00,0.534580804278947,0.5706530098957251,0.532305637305528,0.5563541054725647,14386554,0.0,0.0
2020-09-04 00:00:00+03:00,0.5622033600141869,0.563178690458523,0.5446548907375706,0.5518048405647278,5597569,0.0,0.0
2020-09-07 00:00:00+03:00,0.5518048373181833,0.5596037414662706,0.5368559833850055,0.5472545027732849,4443101,0.0,0.0
2020-09-08 00:00:00+03:00,0.5573285575334868,0.5573285575334868,0.5459547080466104,0.5524547100067139,5077722,0.0,0.0
2020-09-09 00:00:00+03:00,0.5563541615743699,0.6067253351211548,0.5472544860306519,0.6067253351211548,21514798,0.0,0.0
2020-09-10 00:00:00+03:00,0.6193990212562495,0.6304483643473707,0.5885259839026953,0.6063998937606812,19835958,0.0,0.0
2020-09-11 00:00:00+03:00,0.6067252684229147,0.6320725797549197,0.6021749345174539,0.6213486790657043,11937024,0.0,0.0
2020-09-14 00:00:00+03:00,0.630122919862467,0.6320726458293195,0.601200660330623,0.6025004386901855,8266604,0.0,0.0
2020-09-15 00:00:00+03:00,0.6057499663952572,0.6252481013482464,0.5784519347585133,0.6076996922492981,15719503,0.0,0.0
2020-09-16 00:00:00+03:00,0.610949309404648,0.610949309404648,0.5930763906346643,0.5973002910614014,5816952,0.0,0.0
2020-09-17 00:00:00+03:00,0.5979512071823151,0.6431221651763334,0.5947007089924287,0.6232985258102417,29802004,0.0,0.0
2020-09-18 00:00:00+03:00,0.6223240823935876,0.6336979319568093,0.6093249547987623,0.6122490763664246,13796214,0.0,0.0
2020-09-21 00:00:00+03:00,0.6158240175311789,0.6158240175311789,0.5791018606581558,0.5794273018836975,10118524,0.0,0.0
2020-09-22 00:00:00+03:00,0.5830023202666178,0.6038002937647607,0.5706530816440472,0.5999008417129517,5919902,0.0,0.0
2020-09-23 00:00:00+03:00,0.6034748571661469,0.6154995894876694,0.5947006225621023,0.6060754656791687,5332337,0.0,0.0
2020-09-24 00:00:00+03:00,0.6063998921973449,0.6151741264910181,0.6012006618905866,0.6044501662254333,2783597,0.0,0.0
2020-09-25 00:00:00+03:00,0.602824946502317,0.6141997307869527,0.5911265906734795,0.6041247248649597,5922315,0.0,0.0
2020-09-28 00:00:00+03:00,0.6012007199363504,0.6648954749107361,0.5908012066236036,0.6648954749107361,13767468,0.0,0.0
2020-09-29 00:00:00+03:00,0.7233899668222651,0.7311898649402634,0.6447464132845687,0.6954430341720581,57633513,0.0,0.0
2020-09-30 00:00:00+03:00,0.7058415061582748,0.7721368670463562,0.6941431496840784,0.7721368670463562,16864499,0.0,0.0
2020-10-01 00:00:00+03:00,0.8280316701076336,0.8410307974725822,0.7311897692311226,0.7337893843650818,29828669,0.0,0.0
2020-10-02 00:00:00+03:00,0.7181907304190606,0.7688863576537377,0.7110417733123293,0.7513379454612732,15008627,0.0,0.0
2020-10-05 00:00:00+03:00,0.7578379644401666,0.8104833774316458,0.7578379644401666,0.7799357771873474,11207989,0.0,0.0
2020-10-06 00:00:00+03:00,0.7805855684546918,0.79553442206464,0.7682363884562357,0.7812355160713196,8781021,0.0,0.0
2020-10-07 00:00:00+03:00,0.7805856451086238,0.7896853216275728,0.7669366269640807,0.7766862511634827,7373869,0.0,0.0
2020-10-08 00:00:00+03:00,0.7831852343510606,0.792934799069492,0.7441888451576233,0.7441888451576233,7173851,0.0,0.0
2020-10-09 00:00:00+03:00,0.7246907086150013,0.7708359956495568,0.7149411439015936,0.7422391772270203,7062244,0.0,0.0
2020-10-12 00:00:00+03:00,0.7493880900395132,0.7571879283257555,0.7259904448609651,0.7389885783195496,4648971,0.0,0.0
2020-10-13 00:00:00+03:00,0.7409393275240331,0.7721368122551556,0.7194904724963067,0.7526376247406006,6730561,0.0,0.0
2020-10-14 00:00:00+03:00,0.7604374909041545,0.7662866100612635,0.7227399474424768,0.7389885783195496,9426079,0.0,0.0
2020-10-15 00:00:00+03:00,0.7376888131653416,0.7441888148504611,0.7188405085189381,0.7305397987365723,5600043,0.0,0.0
2020-10-16 00:00:00+03:00,0.7246906801220294,0.7272902951768533,0.7012920996658804,0.7051914930343628,8171738,0.0,0.0
2020-10-19 00:00:00+03:00,0.7116916237301899,0.7604375805344399,0.7103918452876342,0.7506879568099976,11237550,0.0,0.0
2020-10-20 00:00:00+03:00,0.7571879655335114,0.7617373066248172,0.7298899324503887,0.7337893843650818,7455040,0.0,0.0
2020-10-21 00:00:00+03:00,0.7363890394749026,0.746138604631039,0.724690741523274,0.7344393134117126,6336347,0.0,0.0
2020-10-22 00:00:00+03:00,0.7344393014238055,0.7662866768072817,0.7279402341284238,0.745488703250885,11351148,0.0,0.0
2020-10-23 00:00:00+03:00,0.7441888055724276,0.7441888055724276,0.7077911570608073,0.718190610408783,7275263,0.0,0.0
2020-10-26 00:00:00+03:00,0.7084420919418335,0.7571879884432691,0.6785444428201572,0.7084420919418335,13809245,0.0,0.0
2020-10-27 00:00:00+03:00,0.7207902436028297,0.7227399695239368,0.6928433151301867,0.7155910134315491,3175458,0.0,0.0
