symbol,name,sector
KRGYO.IS,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
KRONT.IS,KRON TEKNOLOJİ A.Ş.,Other
KRPLS.IS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,Other
KRSTL.IS,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,Other
KRTEK.IS,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,Other
KRVGD.IS,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,Other
KSTUR.IS,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,Other
KTLEV.IS,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,Other
KTSKR.IS,KÜTAHYA ŞEKER FABRİKASI A.Ş.,Other
KUTPO.IS,KÜTAHYA PORSELEN SANAYİ A.Ş.,Other
KUVVA.IS,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,Other
KUYAS.IS,KUYAŞ YATIRIM A.Ş.,Other
KZBGY.IS,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
KZGYO.IS,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
LIDER.IS,LDR TURİZM A.Ş.,Other
LIDFA.IS,LİDER FAKTORİNG A.Ş.,Other
LINK.IS,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,Other
LKMNH.IS,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,Other
LOGO.IS,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,Other
LUKSK.IS,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,Other
MAALT.IS,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,Other
MACKO.IS,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,Other
MAGEN.IS,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,Other
MAKIM.IS,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,Other
MAKTK.IS,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,Other
MANAS.IS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,Other
MARKA.IS,MARKA YATIRIM HOLDİNG A.Ş.,Other
MAVI.IS,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,Other
MEDTR.IS,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,Other
MEGAP.IS,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,Other
MEPET.IS,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,Other
MERCN.IS,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,Other
MERIT.IS,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,Other
METRO.IS,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,Other
METUR.IS,METEMTUR YATIRIM ENERJİ TURİZM VE İNŞAAT A.Ş.,Other
MGROS.IS,MİGROS TİCARET A.Ş.,Other
MIATK.IS,MİA TEKNOLOJİ A.Ş.,Other
MIPAZ.IS,MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.,Other
MMCAS.IS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,Other
MNDRS.IS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,Other
MNDTR.IS,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,Other
MOBTL.IS,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,Other
MPARK.IS,MLP SAĞLIK HİZMETLERİ A.Ş.,Other
MRSHL.IS,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,Other
MSGYO.IS,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
MTRKS.IS,MATRİKS BİLGİ DAĞITIM HİZMETLERİ A.Ş.,Other
MTRYO.IS,METRO YATIRIM ORTAKLIĞI A.Ş.,Other
MZHLD.IS,MAZHAR ZORLU HOLDİNG A.Ş.,Other
NATEN.IS,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,Other
NETAS.IS,NETAŞ TELEKOMÜNİKASYON A.Ş.,Other
NIBAS.IS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,Other
NTGAZ.IS,NATURELGAZ SANAYİ VE TİCARET A.Ş.,Other
NTHOL.IS,NET HOLDİNG A.Ş.,Other
NUGYO.IS,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
NUHCM.IS,NUH ÇİMENTO SANAYİ A.Ş.,Other
OBASE.IS,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,Other
ODAS.IS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,Other
OFSYM.IS,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,Other
ONCSM.IS,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,Other
ORCAY.IS,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,Other
ORGE.IS,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,Other
ORMA.IS,ORMA ORMAN MAHSULLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,Other
OSMEN.IS,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,Other
OSTIM.IS,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,Other
OTKAR.IS,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,Other
OTTO.IS,OTTO HOLDİNG A.Ş.,Other
OYAKC.IS,OYAK ÇİMENTO FABRİKALARI A.Ş.,Other
OYAYO.IS,OYAK YATIRIM ORTAKLIĞI A.Ş.,Other
OYLUM.IS,OYLUM SINAİ YATIRIMLAR A.Ş.,Other
OYYAT.IS,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,Other
OZGYO.IS,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
OZKGY.IS,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
OZRDN.IS,ÖZERDEN AMBALAJ SANAYİ A.Ş.,Other
OZSUB.IS,ÖZSU BALIK ÜRETİM A.Ş.,Other
PAGYO.IS,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
PAMEL.IS,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,Other
PAPIL.IS,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,Other
PARSN.IS,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,Other
PASEU.IS,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,Other
PCILT.IS,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,Other
PEGYO.IS,PERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
PEKGY.IS,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
PENGD.IS,PENGUEN GIDA SANAYİ A.Ş.,Other
PENTA.IS,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,Other
PETKM.IS,PETKİM PETROKİMYA HOLDİNG A.Ş.,Other
PETUN.IS,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,Other
PGSUS.IS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,Other
PINSU.IS,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,Other
PKART.IS,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,Other
PKENT.IS,PETROKENT TURİZM A.Ş.,Other
PLTUR.IS,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,Other
PNLSN.IS,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,Other
PNSUT.IS,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.,Other
POLHO.IS,POLİSAN HOLDİNG A.Ş.,Other
POLTK.IS,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,Other
PRDGS.IS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other
PRKAB.IS,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,Other
PRKME.IS,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,Other
PRZMA.IS,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,Other
PSDTC.IS,PERGAMON STATUS DIŞ TİCARET A.Ş.,Other
PSGYO.IS,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
QNBFB.IS,QNB FİNANSBANK A.Ş.,Other
QNBFL.IS,QNB FİNANS FİNANSAL KİRALAMA A.Ş.,Other
QUAGR.IS,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,Other
RALYH.IS,RAL YATIRIM HOLDİNG A.Ş.,Other
RAYSG.IS,RAY SİGORTA A.Ş.,Other
REEDR.IS,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,Other
RNPOL.IS,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,Other
RODRG.IS,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,Other
RTALB.IS,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,Other
RUBNS.IS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,Other
RYGYO.IS,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
RYSAS.IS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,Other
SAFKR.IS,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,Other
SAHOL.IS,HACI ÖMER SABANCI HOLDİNG A.Ş.,Other
SAMAT.IS,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,Other
SANEL.IS,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,Other
SANFM.IS,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,Other
SANKO.IS,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,Other
SARKY.IS,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,Other
SASA.IS,SASA POLYESTER SANAYİ A.Ş.,Other
SAYAS.IS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,Other
SDTTR.IS,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,Other
SEGYO.IS,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
SEKFK.IS,ŞEKER FİNANSAL KİRALAMA A.Ş.,Other
SEKUR.IS,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,Other
SELEC.IS,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,Other
SELGD.IS,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.,Other
SELVA.IS,SELVA GIDA SANAYİ A.Ş.,Other
SEYKM.IS,SEYİTLER KİMYA SANAYİ A.Ş.,Other
SILVR.IS,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,Other
SISE.IS,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,Other
SKBNK.IS,ŞEKERBANK T.A.Ş.,Other
SKTAS.IS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,Other
SMART.IS,SMARTİKS YAZILIM A.Ş.,Other
SMRTG.IS,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,Other
SNGYO.IS,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
SNICA.IS,SANİCA ISI SANAYİ A.Ş.,Other
SNKRN.IS,SENKRON SİBER GÜVENLİK YAZILIM VE BİLİŞİM ÇÖZÜMLERİ A.Ş.,Other
SNPAM.IS,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,Other
SODSN.IS,SODAŞ SODYUM SANAYİİ A.Ş.,Other
SOKE.IS,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,Other
SOKM.IS,ŞOK MARKETLER TİCARET A.Ş.,Other
SONME.IS,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,Other
SRVGY.IS,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
SUMAS.IS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİ A.Ş.,Other
SUNTK.IS,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,Other
SUWEN.IS,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,Other
TARKM.IS,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,Other
TATEN.IS,TATLIPINAR ENERJİ ÜRETİM A.Ş.,Other
TATGD.IS,TAT GIDA SANAYİ A.Ş.,Other
TAVHL.IS,TAV HAVALİMANLARI HOLDİNG A.Ş.,Other
TBORG.IS,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,Other
TCELL.IS,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,Other
TDGYO.IS,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
TEKTU.IS,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,Other
TERA.IS,TERA YATIRIM MENKUL DEĞERLER A.Ş.,Other
TETMT.IS,TETAMAT GIDA YATIRIMLARI A.Ş.,Other
TEZOL.IS,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,Other
TGSAS.IS,TGS DIŞ TİCARET A.Ş.,Other
THYAO.IS,TÜRK HAVA YOLLARI A.O.,Other
TKFEN.IS,TEKFEN HOLDİNG A.Ş.,Other
TKNSA.IS,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,Other
TLMAN.IS,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,Other
TMPOL.IS,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,Other
TMSN.IS,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,Other
TNZTP.IS,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,Other
TOASO.IS,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,Other
TRCAS.IS,TURCAS PETROL A.Ş.,Other
TRGYO.IS,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
TRILC.IS,TURK İLAÇ VE SERUM SANAYİ A.Ş.,Other
TSGYO.IS,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
TSKB.IS,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,Other
TTKOM.IS,TÜRK TELEKOMÜNİKASYON A.Ş.,Other
TTRAK.IS,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,Other
TUCLK.IS,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,Other
TUKAS.IS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,Other
TUPRS.IS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,Other
TUREX.IS,TUREKS TURİZM TAŞIMACILIK A.Ş.,Other
TURGG.IS,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,Other
TURSG.IS,TÜRKİYE SİGORTA A.Ş.,Other
UFUK.IS,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,Other
ULAS.IS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,Other
ULKER.IS,ÜLKER BİSKÜVİ SANAYİ A.Ş.,Other
ULUFA.IS,ULUSAL FAKTORİNG A.Ş.,Other
ULUSE.IS,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,Other
ULUUN.IS,ULUSOY UN SANAYİ VE TİCARET A.Ş.,Other
UMPAS.IS,UMPAŞ HOLDİNG A.Ş.,Other
UNLU.IS,ÜNLÜ YATIRIM HOLDİNG A.Ş.,Other
USAK.IS,UŞAK SERAMİK SANAYİ A.Ş.,Other
UZERB.IS,UZERTAŞ BOYA SANAYİ TİCARET VE YATIRIM A.Ş.,Other
VAKBN.IS,TÜRKİYE VAKIFLAR BANKASI T.A.O.,Other
VAKFN.IS,VAKIF FİNANSAL KİRALAMA A.Ş.,Other
VAKKO.IS,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,Other
VANGD.IS,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,Other
VBTYZ.IS,VBT YAZILIM A.Ş.,Other
VERTU.IS,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other
VERUS.IS,VERUSA HOLDİNG A.Ş.,Other
VESBE.IS,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,Other
VESTL.IS,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,Other
VKFYO.IS,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,Other
VKGYO.IS,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
VKING.IS,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,Other
YAPRK.IS,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,Other
YATAS.IS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,Other
YAYLA.IS,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,Other
YBTAS.IS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,Other
YEOTK.IS,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,Other
YESIL.IS,YEŞİL YATIRIM HOLDİNG A.Ş.,Other
YGGYO.IS,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
YGYO.IS,YEŞİL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
YKBNK.IS,YAPI VE KREDİ BANKASI A.Ş.,Other
YKSLN.IS,YÜKSELEN ÇELİK A.Ş.,Other
YONGA.IS,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,Other
YUNSA.IS,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,Other
YYAPI.IS,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,Other
YYLGD.IS,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,Other
ZEDUR.IS,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,Other
ZOREN.IS,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,Other
ZRGYO.IS,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other
APX30.IS,Ak Portföy Bıst 30 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
APBDL.IS,Ak Portföy Bıst Banka Dışı Likit 10 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
APLIB.IS,Ak Portföy Bıst Likit Banka Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
OPX30.IS,Osmanlı Portföy Bıst 30 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
GLDTR.IS,Qnb Finans Portföy Altın Katılım Borsa Yatırım Fonu,Other
USDTR.IS,Qnb Finans Portföy Amerikan Doları Yabancı Borsa Yatırım Fonu,Other
DJIST.IS,Qnb Finans Portföy Dow Jones İstanbul 20 Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
GMSTR.IS,Qnb Finans Portföy Gümüş Katılım Borsa Yatırım Fonu,Other
ZGOLD.IS,Ziraat Portföy Altın Katılım Borsa Yatırım Fonu,Other
ZPX30.IS,Ziraat Portföy Bıst 30 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
Z30EA.IS,Ziraat Portföy Bıst 30 Eşit Ağırlıklı Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZELOT.IS,Ziraat Portföy Bıst 50-30 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZPBDL.IS,Ziraat Portföy Bıst Banka Dışı Likit 10 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZPLIB.IS,Ziraat Portföy Bıst Likit Banka Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZSR25.IS,Ziraat Portföy Bıst Sürdürülebilirlik 25 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
Z30KP.IS,Ziraat Portföy Katılım 30 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
Z30KE.IS,Ziraat Portföy Katılım 30 Eşit Ağırlıklı Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZRE20.IS,Ziraat Portföy Risk Eşit Banka Dışı 20 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZTM15.IS,Ziraat Portföy Yıldız Pazar Likit Temettü Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
ZPT10.IS,Ziraat Portföy Yıldız Pazar Teknoloji Ve İletişim 10 Endeksi Hisse Senedi Yoğun Borsa Yatırım Fonu,Other
