date,open,high,low,close,volume,dividends,stock_splits
2020-08-14 00:00:00+03:00,0.6756510138511658,0.6864349842071533,0.6605520248413086,0.666483998298645,141921718,0.0,0.0
2020-08-17 00:00:00+03:00,0.6578559875488281,0.658394992351532,0.6352090239524841,0.6373649835586548,97006861,0.0,0.0
2020-08-18 00:00:00+03:00,0.6395220160484314,0.6465319991111755,0.6362869739532471,0.6373649835586548,59316461,0.0,0.0
2020-08-19 00:00:00+03:00,0.6379050016403198,0.6459929943084717,0.6265810132026672,0.6335909962654114,131180336,0.0,0.0
2020-08-20 00:00:00+03:00,0.6346690058708191,0.6751109957695007,0.6271200180053711,0.6675620079040527,211290501,0.0,0.0
2020-08-21 00:00:00+03:00,0.674032986164093,0.6783469915390015,0.644914984703064,0.644914984703064,95350396,0.0,0.0
2020-08-24 00:00:00+03:00,0.6503069996833801,0.6594740152359009,0.644914984703064,0.6513850092887878,65128191,0.0,0.0
2020-08-25 00:00:00+03:00,0.6551600098609924,0.6600130200386047,0.6335909962654114,0.6406009793281555,74216335,0.0,0.0
2020-08-26 00:00:00+03:00,0.6389830112457275,0.658394992351532,0.6303560137748718,0.6476110219955444,85188270,0.0,0.0
2020-08-27 00:00:00+03:00,0.6551600098609924,0.6600130200386047,0.6481500267982483,0.6540809869766235,76946096,0.0,0.0
2020-08-28 00:00:00+03:00,0.6605520248413086,0.6605520248413086,0.644914984703064,0.6481500267982483,65600683,0.0,0.0
2020-08-31 00:00:00+03:00,0.6470720171928406,0.6481500267982483,0.6325119733810425,0.6352090239524841,57019060,0.0,0.0
2020-09-01 00:00:00+03:00,0.6346690058708191,0.6492279767990112,0.6303560137748718,0.6465319991111755,69292099,0.0,0.0
2020-09-02 00:00:00+03:00,0.6438360214233398,0.6562380194664001,0.6406009793281555,0.6530029773712158,74619190,0.0,0.0
2020-09-03 00:00:00+03:00,0.6535419821739197,0.6686409711837769,0.6427580118179321,0.6438360214233398,100316638,0.0,0.0
2020-09-04 00:00:00+03:00,0.6416789889335632,0.6562380194664001,0.6395220160484314,0.6535419821739197,51140809,0.0,0.0
2020-09-07 00:00:00+03:00,0.6567779779434204,0.658394992351532,0.6513850092887878,0.6540809869766235,41823485,0.0,0.0
2020-09-08 00:00:00+03:00,0.6540809869766235,0.658394992351532,0.644914984703064,0.6476110219955444,36143110,0.0,0.0
