date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2026-07-17 00:00:00+03:00,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,0.0,0.0,0.0
2026-08-11 00:00:00+03:00,,,,,557374,0.0,0.0,0.0
