Test,avg_hit_rate,avg_return,avg_excess_return,percent_days_positive,hit_distribution
Unseen Forward,0.610810810810811,0.03141297804333673,0.042153047916402585,0.7837837837837838,"{0: 0.0, 1: 0.05405405405405406, 2: 0.10810810810810811, 3: 0.5675675675675675, 4: 0.2702702702702703, 5: 0.0}"
