date,symbol,sector,rank,raw_score,actual_return_5d,prob_5d,regime,outcome_class
2024-12-20,KRTEK.IS,Other,2.0,0.86513454,0.0632030155518892,,,SUCCESS
2024-12-20,DAPGM.IS,Other,13.0,0.84644943,-0.0527817903445716,,,FAILURE
2024-12-23,TATEN.IS,Other,17.0,0.8290849,-0.1228850593961634,,,FAILURE
2024-12-23,KUVVA.IS,Other,5.0,0.8663122,0.0043540698943322,,,PARTIAL_SUCCESS
2024-12-23,PLTUR.IS,Other,14.0,0.84008527,-0.1322463718513256,,,FAILURE
2024-12-23,KRTEK.IS,Other,4.0,0.8664069,0.0542962954100063,,,SUCCESS
2024-12-23,RYSAS.IS,Other,18.0,0.82846946,-0.0179794548510339,,,FAILURE
2024-12-23,EUYO.IS,Other,9.0,0.8569641,0.0006675084212059,,,PARTIAL_SUCCESS
2024-12-23,ALKA.IS,Other,16.0,0.8314391,0.1008302962069329,,,SUCCESS
2024-12-23,TKNSA.IS,Other,10.0,0.8537447,-0.0233503032490569,,,FAILURE
2024-12-23,GRSEL.IS,Other,20.0,0.8200183,0.0163683431144265,,,PARTIAL_SUCCESS
2024-12-23,SANFM.IS,Other,15.0,0.83563066,-0.2809116264505299,,,FAILURE
2024-12-23,DERHL.IS,Other,2.0,0.87406766,0.1456619094212476,,,SUCCESS
2024-12-23,GUBRF.IS,Other,8.0,0.8585118,-0.0188340807174888,,,FAILURE
2024-12-23,YBTAS.IS,Other,13.0,0.84016705,0.015711594088968,,,PARTIAL_SUCCESS
2024-12-23,CUSAN.IS,Other,6.0,0.86527574,0.0417910772805021,,,SUCCESS
2024-12-23,ANSGR.IS,Other,11.0,0.85363007,0.0354679975553215,,,SUCCESS
2024-12-23,TUREX.IS,Other,1.0,0.8784544,0.0778286189242791,,,SUCCESS
2024-12-23,LIDER.IS,Other,7.0,0.8606472,0.106512977724446,,,SUCCESS
2024-12-23,OYAKC.IS,Other,19.0,0.82759184,0.0236426822324009,,,SUCCESS
2024-12-23,HTTBT.IS,Other,3.0,0.86941683,0.1168347644859202,,,SUCCESS
2024-12-23,FZLGY.IS,Other,12.0,0.84876925,-0.0213864319017149,,,FAILURE
2024-12-24,ARENA.IS,Other,18.0,0.83052206,0.0711722836679273,,,SUCCESS
2024-12-24,GEDZA.IS,Other,20.0,0.82802844,0.1160849542902031,,,SUCCESS
2024-12-24,CUSAN.IS,Other,5.0,0.8708243,0.0434456859275533,,,SUCCESS
2024-12-24,EUYO.IS,Other,15.0,0.83856374,0.0933148881003143,,,SUCCESS
2024-12-24,ALKA.IS,Other,13.0,0.84732854,0.0880953283807359,,,SUCCESS
2024-12-24,RYSAS.IS,Other,3.0,0.8729676,-0.0392156097548284,,,FAILURE
2024-12-24,LIDER.IS,Other,12.0,0.8485822,0.11223803956302,,,SUCCESS
2024-12-24,KRTEK.IS,Other,6.0,0.86831963,0.0600744869855647,,,SUCCESS
2024-12-24,BRKO.IS,Other,10.0,0.85653365,0.0758928924951023,,,SUCCESS
2024-12-24,GENTS.IS,Other,16.0,0.8358885,0.0694299833366738,,,SUCCESS
2024-12-24,OYAKC.IS,Other,9.0,0.85960555,0.0033444776922695,,,PARTIAL_SUCCESS
2024-12-24,AGESA.IS,Other,17.0,0.83091205,0.0703946420505254,,,SUCCESS
2024-12-24,DMSAS.IS,Other,7.0,0.8673173,0.094267548655462,,,SUCCESS
2024-12-24,GUBRF.IS,Other,11.0,0.8535402,0.0370370370370369,,,SUCCESS
2024-12-24,KUVVA.IS,Other,19.0,0.8282218,-0.0327272727272727,,,FAILURE
2024-12-24,TKNSA.IS,Other,1.0,0.8732399,0.0209290374792543,,,SUCCESS
2024-12-24,GRSEL.IS,Other,14.0,0.8395782,-0.0045849054815966,,,FAILURE
2024-12-24,TATEN.IS,Other,8.0,0.8630877,-0.0700808378213004,,,FAILURE
2024-12-24,HTTBT.IS,Other,2.0,0.8731502,0.1270222419193514,,,SUCCESS
2024-12-24,TUREX.IS,Other,4.0,0.87264514,0.0855826350656199,,,SUCCESS
2024-12-25,KUVVA.IS,Other,15.0,0.84734106,-0.1041666666666666,,,FAILURE
2024-12-25,ANSGR.IS,Other,11.0,0.85112166,0.02046779179722,,,SUCCESS
2024-12-25,DMSAS.IS,Other,5.0,0.86794764,0.0812499523162841,,,SUCCESS
2024-12-25,LIDER.IS,Other,7.0,0.8609816,-0.0139814187787571,,,FAILURE
2024-12-25,KRTEK.IS,Other,6.0,0.86719537,0.0020491294692979,,,PARTIAL_SUCCESS
2024-12-25,BRKO.IS,Other,8.0,0.85943884,0.0466667016347248,,,SUCCESS
2024-12-25,ALKA.IS,Other,12.0,0.848958,0.1686046215055323,,,SUCCESS
2024-12-25,HTTBT.IS,Other,3.0,0.8759534,0.0051993431382182,,,PARTIAL_SUCCESS
2024-12-25,TUREX.IS,Other,4.0,0.8696406,0.0877862653307541,,,SUCCESS
2024-12-25,OYAKC.IS,Other,16.0,0.84588325,0.0282051170335901,,,SUCCESS
2024-12-25,RYSAS.IS,Other,14.0,0.8478722,-0.0245183652452354,,,FAILURE
2024-12-25,EUYO.IS,Other,17.0,0.84430003,-0.011887952320545,,,FAILURE
2024-12-25,SUNTK.IS,Other,20.0,0.8304651,0.1066047992038483,,,SUCCESS
2024-12-25,CUSAN.IS,Other,10.0,0.8544303,0.0142857006617955,,,PARTIAL_SUCCESS
2024-12-25,GEDZA.IS,Other,19.0,0.8313296,0.0465950237341852,,,SUCCESS
2024-12-25,TKNSA.IS,Other,1.0,0.883433,0.0255885351367961,,,SUCCESS
2024-12-25,QUAGR.IS,Other,13.0,0.84865177,0.018867906138356,,,PARTIAL_SUCCESS
2024-12-25,TRCAS.IS,Other,18.0,0.83708405,-0.005943583210204,,,FAILURE
2024-12-25,AKSA.IS,Other,9.0,0.8559677,0.0356846446882099,,,SUCCESS
2024-12-25,DERHL.IS,Other,2.0,0.88077813,0.0818677368098488,,,SUCCESS
2024-12-26,SUNTK.IS,Other,19.0,0.8024276,0.0507246250318027,,,SUCCESS
2024-12-26,YAPRK.IS,Other,11.0,0.81802255,0.1439145433217883,,,SUCCESS
2024-12-26,CUSAN.IS,Other,1.0,0.8386895,0.0158615911206938,,,PARTIAL_SUCCESS
2024-12-26,HTTBT.IS,Other,8.0,0.8248515,-0.1114893974141871,,,FAILURE
2024-12-26,EUYO.IS,Other,12.0,0.81776714,-0.0943133786871017,,,FAILURE
2024-12-26,RYSAS.IS,Other,10.0,0.8189876,-0.0399652501302912,,,FAILURE
2024-12-26,BRKO.IS,Other,13.0,0.81476593,0.0306451714621875,,,SUCCESS
2024-12-26,OYAKC.IS,Other,14.0,0.81128585,-0.0175291330404955,,,FAILURE
2024-12-26,DERHL.IS,Other,4.0,0.8337295,-0.0411111118490393,,,FAILURE
2024-12-26,TRCAS.IS,Other,20.0,0.79604346,0.0044478330715689,,,PARTIAL_SUCCESS
2024-12-26,ALKA.IS,Other,9.0,0.8229016,0.1021814396584206,,,SUCCESS
2024-12-26,TUREX.IS,Other,6.0,0.82795733,0.0877862653307541,,,SUCCESS
2024-12-26,QUAGR.IS,Other,18.0,0.80333877,0.0379746462973709,,,SUCCESS
2024-12-26,LIDER.IS,Other,3.0,0.8348334,-0.0973683464772217,,,FAILURE
2024-12-26,TKNSA.IS,Other,2.0,0.8371942,0.0127551017925671,,,PARTIAL_SUCCESS
2024-12-26,KRTEK.IS,Other,7.0,0.82730174,0.0077319392515344,,,PARTIAL_SUCCESS
2024-12-26,GUBRF.IS,Other,17.0,0.8039686,0.0254777070063694,,,SUCCESS
2024-12-26,GEDZA.IS,Other,16.0,0.80550605,0.0458124106954331,,,SUCCESS
2024-12-26,DMSAS.IS,Other,15.0,0.8092209,0.07215191959246,,,SUCCESS
2024-12-26,KUVVA.IS,Other,5.0,0.83132696,-0.0889978782049205,,,FAILURE
2024-12-27,HTTBT.IS,Other,9.0,0.8183108,-0.1274589652305191,,,FAILURE
2024-12-27,TUREX.IS,Other,2.0,0.83526313,-0.0381249785423278,,,FAILURE
2024-12-27,DERHL.IS,Other,3.0,0.8324651,-0.0616474636961399,,,FAILURE
2024-12-27,BRKO.IS,Other,8.0,0.82030535,0.04,,,SUCCESS
2024-12-27,EUYO.IS,Other,14.0,0.80258894,-0.0701001808297537,,,FAILURE
2024-12-27,ALKA.IS,Other,6.0,0.8233734,0.0937142508370538,,,SUCCESS
2024-12-27,GUBRF.IS,Other,16.0,0.7883211,0.0053097345132744,,,PARTIAL_SUCCESS
2024-12-27,KUVVA.IS,Other,7.0,0.82180524,-0.1058664640941563,,,FAILURE
2024-12-27,SUNTK.IS,Other,13.0,0.8069106,0.0066005531162094,,,PARTIAL_SUCCESS
2024-12-27,LIDER.IS,Other,4.0,0.82866734,-0.0780365984504655,,,FAILURE
2024-12-27,OYAKC.IS,Other,10.0,0.81507146,-0.0386879687738268,,,FAILURE
2024-12-27,NATEN.IS,Other,15.0,0.79874325,0.1269840777265736,,,SUCCESS
2024-12-27,CUSAN.IS,Other,1.0,0.8363629,0.0150107249165587,,,PARTIAL_SUCCESS
2024-12-27,TRCAS.IS,Other,18.0,0.77835697,-0.0007347693635885,,,FAILURE
2024-12-27,DMSAS.IS,Other,12.0,0.80864555,0.0776942808163332,,,SUCCESS
2024-12-27,QUAGR.IS,Other,19.0,0.777388,0.0536277078182638,,,SUCCESS
2024-12-27,GEDZA.IS,Other,11.0,0.8097729,0.1430604446918792,,,SUCCESS
2024-12-27,KRTEK.IS,Other,5.0,0.82497764,0.0579344884851396,,,SUCCESS
2024-12-27,DAGI.IS,Other,17.0,0.7813912,0.0227681236239989,,,SUCCESS
2024-12-27,GIPTA.IS,Other,20.0,0.777063,0.043250844410674,,,SUCCESS
2024-12-30,HTTBT.IS,Other,12.0,0.81583077,-0.1803729598389126,,,FAILURE
2024-12-30,TURSG.IS,Other,11.0,0.8159723,-0.1106784957390188,,,FAILURE
2024-12-30,SUNTK.IS,Other,15.0,0.8097366,-0.0370565816901375,,,FAILURE
2024-12-30,TUREX.IS,Other,7.0,0.82414055,-0.0182038377059224,,,FAILURE
2024-12-30,DERHL.IS,Other,1.0,0.8377836,-0.0049751999956121,,,FAILURE
2024-12-30,YAPRK.IS,Other,17.0,0.8030527,0.0372340298821436,,,SUCCESS
2024-12-30,ALKA.IS,Other,10.0,0.8174604,0.0215517042047481,,,SUCCESS
2024-12-30,GEDZA.IS,Other,6.0,0.82433695,0.1418439677936751,,,SUCCESS
2024-12-30,HUNER.IS,Other,19.0,0.78636676,0.0309278046442462,,,SUCCESS
2024-12-30,NATEN.IS,Other,4.0,0.82825255,0.0317460710647017,,,SUCCESS
2024-12-30,EBEBK.IS,Other,18.0,0.80132824,-0.0547503419032961,,,FAILURE
2024-12-30,CUSAN.IS,Other,2.0,0.8332741,-0.0021489780006601,,,FAILURE
2024-12-30,LIDER.IS,Other,16.0,0.8052384,-0.1250766037548487,,,FAILURE
2024-12-30,OYAKC.IS,Other,9.0,0.8196589,-0.0230966162732099,,,FAILURE
2024-12-30,EUYO.IS,Other,8.0,0.8225074,-0.1327551101427189,,,FAILURE
2024-12-30,DMSAS.IS,Other,5.0,0.8255935,0.0939758692827372,,,SUCCESS
2024-12-30,UFUK.IS,Other,20.0,0.7845511,-0.0323651452282157,,,FAILURE
2024-12-30,DAGI.IS,Other,13.0,0.8130071,0.0319766106752721,,,SUCCESS
2024-12-30,PRKME.IS,Other,14.0,0.80997485,-0.0550986911760968,,,FAILURE
2024-12-30,KRTEK.IS,Other,3.0,0.83159626,0.0300000190734863,,,SUCCESS
2024-12-31,HTTBT.IS,Other,14.0,0.81058407,-0.2015518825105784,,,FAILURE
2024-12-31,RAYSG.IS,Other,20.0,0.78901196,0.057492931196984,,,SUCCESS
2024-12-31,TUREX.IS,Other,1.0,0.8373537,-0.0054578625735048,,,FAILURE
2024-12-31,SUNTK.IS,Other,18.0,0.7907947,-0.0441640423996211,,,FAILURE
2024-12-31,YAPRK.IS,Other,17.0,0.79311407,0.0484241379885588,,,SUCCESS
2024-12-31,DMSAS.IS,Other,11.0,0.81669605,0.0512223018122697,,,SUCCESS
2024-12-31,CUSAN.IS,Other,4.0,0.8300712,-0.0502513099500336,,,FAILURE
2024-12-31,NATEN.IS,Other,5.0,0.82704955,-0.0672822898651595,,,FAILURE
2024-12-31,ARENA.IS,Other,12.0,0.81594527,0.0379676332199432,,,SUCCESS
2024-12-31,OYAKC.IS,Other,3.0,0.83135635,-0.0374999770942402,,,FAILURE
2024-12-31,LIDER.IS,Other,10.0,0.8175761,-0.1556231975811801,,,FAILURE
2024-12-31,BUCIM.IS,Other,19.0,0.79019797,-0.0458014762059109,,,FAILURE
2024-12-31,RYGYO.IS,Other,15.0,0.80463904,0.014117633595186,,,PARTIAL_SUCCESS
2024-12-31,DAGI.IS,Other,9.0,0.81784075,0.0332378209511807,,,SUCCESS
2024-12-31,TKNSA.IS,Other,8.0,0.8208426,0.0085000038146971,,,PARTIAL_SUCCESS
2024-12-31,GEDZA.IS,Other,16.0,0.8031304,0.0788579092048891,,,SUCCESS
2024-12-31,KRTEK.IS,Other,7.0,0.8225845,0.0155466127201402,,,PARTIAL_SUCCESS
2024-12-31,TURSG.IS,Other,13.0,0.81394196,-0.1478450156165371,,,FAILURE
2024-12-31,EUYO.IS,Other,2.0,0.8314382,-0.096815380641352,,,FAILURE
2024-12-31,ALKA.IS,Other,6.0,0.8251035,0.0120349729261888,,,PARTIAL_SUCCESS
2025-01-02,CUSAN.IS,Other,1.0,0.8352666,-0.0753520921969358,,,FAILURE
2025-01-02,GENTS.IS,Other,16.0,0.7941833,-0.00444438814409,,,FAILURE
2025-01-02,DGGYO.IS,Other,15.0,0.79579186,-0.0472475148247372,,,FAILURE
2025-01-02,ETILR.IS,Other,8.0,0.8129078,0.0257186191921541,,,SUCCESS
2025-01-02,ESEN.IS,Other,20.0,0.78324693,0.0288386060621708,,,SUCCESS
2025-01-02,GIPTA.IS,Other,10.0,0.80763936,0.0204990522082817,,,SUCCESS
2025-01-02,TERA.IS,Other,19.0,0.78440654,0.0231884456809825,,,SUCCESS
2025-01-02,YAPRK.IS,Other,2.0,0.8246154,0.1213517401488655,,,SUCCESS
2025-01-02,BUCIM.IS,Other,18.0,0.78901184,-0.0121546753180133,,,FAILURE
2025-01-02,BRKO.IS,Other,12.0,0.8059113,0.0668789148765973,,,SUCCESS
2025-01-02,OYAKC.IS,Other,9.0,0.81172365,-0.024106393896572,,,FAILURE
2025-01-02,GEDZA.IS,Other,5.0,0.81534743,0.1095890643606039,,,SUCCESS
2025-01-02,KRTEK.IS,Other,3.0,0.82094204,-0.0260736320453303,,,FAILURE
2025-01-02,ALKA.IS,Other,17.0,0.7923907,-0.0776119122555117,,,FAILURE
2025-01-02,DAGI.IS,Other,11.0,0.80721605,-0.035256404725671,,,FAILURE
2025-01-02,TKNSA.IS,Other,14.0,0.80180514,0.0104789957524376,,,PARTIAL_SUCCESS
2025-01-02,SUNTK.IS,Other,7.0,0.8134393,-0.0392669698346274,,,FAILURE
2025-01-02,DMSAS.IS,Other,13.0,0.80538255,0.0404624736306282,,,SUCCESS
2025-01-02,RAYSG.IS,Other,4.0,0.8166698,0.0323774283071229,,,SUCCESS
2025-01-02,TUREX.IS,Other,6.0,0.81518877,0.0228069813420037,,,SUCCESS
2025-01-03,SUNTK.IS,Other,3.0,0.82184255,-0.0291778088956052,,,FAILURE
2025-01-03,YAPRK.IS,Other,7.0,0.807632,0.0366641401935976,,,SUCCESS
2025-01-03,HEDEF.IS,Other,6.0,0.810061,0.1272263398136501,,,SUCCESS
2025-01-03,QUAGR.IS,Other,12.0,0.80047375,0.0853658456805204,,,SUCCESS
2025-01-03,KRTEK.IS,Other,14.0,0.79887193,-0.0265983923635805,,,FAILURE
2025-01-03,TKNSA.IS,Other,19.0,0.7808494,-0.0025189492921048,,,FAILURE
2025-01-03,GEDZA.IS,Other,2.0,0.8229996,0.1300479546100625,,,SUCCESS
2025-01-03,RYGYO.IS,Other,5.0,0.8151461,-0.034482781300222,,,FAILURE
2025-01-03,BRKO.IS,Other,9.0,0.8049667,0.0735524689904729,,,SUCCESS
2025-01-03,DGGYO.IS,Other,17.0,0.7881188,-0.0467862511109868,,,FAILURE
2025-01-03,GIPTA.IS,Other,10.0,0.80489504,0.0067172893345064,,,PARTIAL_SUCCESS
2025-01-03,DAPGM.IS,Other,15.0,0.79475486,0.0249653019953222,,,SUCCESS
2025-01-03,GMTAS.IS,Other,20.0,0.777836,-0.0229396392181344,,,FAILURE
2025-01-03,RAYSG.IS,Other,16.0,0.7920382,0.0579710144927536,,,SUCCESS
2025-01-03,CUSAN.IS,Other,1.0,0.8240545,-0.0809084691963875,,,FAILURE
2025-01-03,BUCIM.IS,Other,11.0,0.80123293,-0.0380433838125919,,,FAILURE
2025-01-03,ETILR.IS,Other,18.0,0.7855786,0.0183205926816345,,,PARTIAL_SUCCESS
2025-01-03,TUREX.IS,Other,4.0,0.8159432,0.0362572466698083,,,SUCCESS
2025-01-03,DMSAS.IS,Other,13.0,0.79888165,0.0602124272879653,,,SUCCESS
2025-01-03,TERA.IS,Other,8.0,0.8063971,-0.0073034067722066,,,FAILURE
2025-01-06,EKSUN.IS,Other,14.0,0.79128134,-0.135786821842869,,,FAILURE
2025-01-06,ETILR.IS,Other,11.0,0.8061927,-0.104166669426141,,,FAILURE
2025-01-06,GENTS.IS,Other,5.0,0.8276634,-0.0878089542379287,,,FAILURE
2025-01-06,GOODY.IS,Other,17.0,0.7858266,-0.0974282701760749,,,FAILURE
2025-01-06,ULUFA.IS,Other,20.0,0.7736207,-0.0502793109785213,,,FAILURE
2025-01-06,ESEN.IS,Other,13.0,0.79755944,0.0290521483332069,,,SUCCESS
2025-01-06,DMSAS.IS,Other,8.0,0.8118077,0.0372092651895361,,,SUCCESS
2025-01-06,ASTOR.IS,Other,19.0,0.7837701,-0.013018717166743,,,FAILURE
2025-01-06,RAYSG.IS,Other,9.0,0.8102841,0.0815018315018314,,,SUCCESS
2025-01-06,GEDZA.IS,Other,10.0,0.8083049,0.0149439463947131,,,PARTIAL_SUCCESS
2025-01-06,BRKO.IS,Other,7.0,0.8120305,0.0192307692307691,,,PARTIAL_SUCCESS
2025-01-06,GIPTA.IS,Other,16.0,0.7895829,-0.0369021008802421,,,FAILURE
2025-01-06,HEDEF.IS,Other,4.0,0.831509,0.0995370686894194,,,SUCCESS
2025-01-06,YAPRK.IS,Other,3.0,0.8356061,0.0423242243518913,,,SUCCESS
2025-01-06,DGGYO.IS,Other,12.0,0.7994483,-0.0756521639616593,,,FAILURE
2025-01-06,KRTEK.IS,Other,1.0,0.84170353,-0.1014285314650762,,,FAILURE
2025-01-06,TERA.IS,Other,6.0,0.81726164,-0.0150250433113071,,,FAILURE
2025-01-06,CUSAN.IS,Other,2.0,0.83730155,-0.0964788664761244,,,FAILURE
2025-01-06,TKNSA.IS,Other,18.0,0.78459835,-0.0543912226941736,,,FAILURE
2025-01-06,NATEN.IS,Other,15.0,0.7907285,0.0450704473182577,,,SUCCESS
2025-01-07,EKSUN.IS,Other,10.0,0.81128466,-0.1527599567455441,,,FAILURE
2025-01-07,GMTAS.IS,Other,14.0,0.8006954,-0.0402009535408937,,,FAILURE
2025-01-07,CUSAN.IS,Other,16.0,0.7980031,-0.0631730147280719,,,FAILURE
2025-01-07,DGGYO.IS,Other,15.0,0.7990034,-0.0474290656096663,,,FAILURE
2025-01-07,RAYSG.IS,Other,6.0,0.8217081,0.0822898032200358,,,SUCCESS
2025-01-07,GIPTA.IS,Other,17.0,0.7902292,-0.027567695946653,,,FAILURE
2025-01-07,GEDZA.IS,Other,5.0,0.8217396,0.003105542600986,,,PARTIAL_SUCCESS
2025-01-07,DMSAS.IS,Other,7.0,0.8187823,-0.0165197819152681,,,FAILURE
2025-01-07,HEDEF.IS,Other,3.0,0.82934743,0.0116279208669629,,,PARTIAL_SUCCESS
2025-01-07,ESEN.IS,Other,12.0,0.80139434,0.027673844127048,,,SUCCESS
2025-01-07,TERA.IS,Other,9.0,0.8133619,0.0196740078921897,,,PARTIAL_SUCCESS
2025-01-07,KRTEK.IS,Other,2.0,0.8295615,-0.0898058420976464,,,FAILURE
2025-01-07,YAPRK.IS,Other,1.0,0.8323348,0.058608109083744,,,SUCCESS
2025-01-07,RTALB.IS,Other,20.0,0.781419,0.0858930725231201,,,SUCCESS
2025-01-07,MTRYO.IS,Other,18.0,0.7893768,-0.1049383352203416,,,FAILURE
2025-01-07,QUAGR.IS,Other,19.0,0.78287,0.0330330738842725,,,SUCCESS
2025-01-07,TKNSA.IS,Other,8.0,0.81756115,-0.0887337401139484,,,FAILURE
2025-01-07,GOODY.IS,Other,13.0,0.80071115,-0.0950248268517569,,,FAILURE
2025-01-07,ETILR.IS,Other,4.0,0.8260966,-0.0909091327054846,,,FAILURE
2025-01-07,GENTS.IS,Other,11.0,0.80190337,-0.0184534062688008,,,FAILURE
2025-01-08,LKMNH.IS,Other,10.0,0.80352545,0.0806619027595831,,,SUCCESS
2025-01-08,GENTS.IS,Other,2.0,0.83123016,-0.0647986226559558,,,FAILURE
2025-01-08,MSGYO.IS,Other,20.0,0.7837503,-0.0299934036736354,,,FAILURE
2025-01-08,GEDZA.IS,Other,3.0,0.82818097,-0.0044108188613104,,,FAILURE
2025-01-08,TKNSA.IS,Other,18.0,0.7854392,-0.1839365878923173,,,FAILURE
2025-01-08,HEDEF.IS,Other,16.0,0.78958267,0.0219512828084871,,,SUCCESS
2025-01-08,MMCAS.IS,Other,19.0,0.7849176,-0.0472102364866801,,,FAILURE
2025-01-08,ETILR.IS,Other,5.0,0.81541324,-0.109195434585684,,,FAILURE
2025-01-08,HUNER.IS,Other,15.0,0.7944146,-0.0428211775991993,,,FAILURE
2025-01-08,RTALB.IS,Other,12.0,0.8002517,-0.0429384097455847,,,FAILURE
2025-01-08,RYGYO.IS,Other,14.0,0.79644865,-0.0278422011954119,,,FAILURE
2025-01-08,AKENR.IS,Other,17.0,0.7856829,-0.0607143129621234,,,FAILURE
2025-01-08,ESEN.IS,Other,13.0,0.7967308,0.0220868251803076,,,SUCCESS
2025-01-08,TERA.IS,Other,11.0,0.80320257,-0.0237324636756752,,,FAILURE
2025-01-08,RAYSG.IS,Other,6.0,0.81193745,0.1176470588235294,,,SUCCESS
2025-01-08,DMSAS.IS,Other,4.0,0.82747144,-0.011074134081121,,,FAILURE
2025-01-08,NATEN.IS,Other,7.0,0.81077814,0.0671852748372632,,,SUCCESS
2025-01-08,GIPTA.IS,Other,8.0,0.8054663,-0.0556530140895132,,,FAILURE
2025-01-08,YAPRK.IS,Other,1.0,0.83539265,0.1466276461706914,,,SUCCESS
2025-01-08,QUAGR.IS,Other,9.0,0.8036608,0.0632530248101106,,,SUCCESS
2025-01-09,TUREX.IS,Other,11.0,0.78677917,-0.0297313015762508,,,FAILURE
2025-01-09,MMCAS.IS,Other,20.0,0.75664485,-0.0311419201802674,,,FAILURE
2025-01-09,AKSEN.IS,Other,15.0,0.7686261,-0.0111867484538276,,,FAILURE
2025-01-09,DAPGM.IS,Other,9.0,0.7889641,-0.0121951424379765,,,FAILURE
2025-01-09,DMSAS.IS,Other,1.0,0.82805204,0.0022222730848524,,,PARTIAL_SUCCESS
2025-01-09,NATEN.IS,Other,4.0,0.8031732,0.0714286048205299,,,SUCCESS
2025-01-09,GEDZA.IS,Other,3.0,0.81547374,0.012345607788387,,,PARTIAL_SUCCESS
2025-01-09,BRKO.IS,Other,2.0,0.8168951,-0.0373134338980556,,,FAILURE
2025-01-09,MSGYO.IS,Other,12.0,0.78007257,-0.0310914866556539,,,FAILURE
2025-01-09,ALFAS.IS,Other,18.0,0.7611218,0.0755245787131224,,,SUCCESS
2025-01-09,TKNSA.IS,Other,13.0,0.77714837,-0.268148163218557,,,FAILURE
2025-01-09,OSTIM.IS,Other,17.0,0.7613,0.1666667336862586,,,SUCCESS
2025-01-09,RAYSG.IS,Other,6.0,0.79415697,0.1577060931899641,,,SUCCESS
2025-01-09,GIPTA.IS,Other,14.0,0.77440006,-0.0934497378626459,,,FAILURE
