event_type,sample_count,mean_return,median_return,win_rate,volatility
financial_results,18,0.03246093088553596,0.0229958669112141,0.8333333333333334,0.056334617146157326
central_bank,576,0.010436024398383873,0.00522784043271045,0.5260416666666666,0.06436308436228207
