Cost_Bps,Cum_Return,Sharpe,Max_DD
0,0.5274999376712441,1.5488996543377875,-0.6224602631519598
5,0.45170694877812845,1.4195109299380277,-0.6250973341192732
10,0.37963955647619874,1.290122205538268,-0.6277173939045635
20,0.24596470677071824,1.0313447567387486,-0.6330999347753475
50,-0.08281033478341282,0.2550124103401909,-0.687531661172872
