date,top_5_ret,bot_5_ret,spread
2026-02-11,0.02301117502934328,-0.08422027282360076,0.10723144785294403
2026-02-12,-0.07128366847397147,-0.047200672164929056,-0.024082996309042412
2026-02-13,-0.045890736318501976,0.0117682831715431,-0.05765901949004508
2026-02-16,-0.09877848729426522,-0.05283387398952932,-0.0459446133047359
2026-02-17,-0.05726324295431752,-0.023736257071914086,-0.03352698588240344
2026-02-18,-0.13368549231801946,0.004080550955522474,-0.13776604327354194
2026-02-19,-0.11253914215939882,0.040250267679837595,-0.15278940983923642
2026-02-20,-0.08122873419198712,0.018396958944877747,-0.09962569313686487
2026-02-23,-0.11756262155095173,-0.11111917660524077,-0.0064434449457109605
2026-02-24,-0.09016494237517847,-0.0784052192721006,-0.011759723103077865
2026-02-25,-0.07413744692196664,0.01013279568120346,-0.08427024260317009
2026-02-26,-0.07109496510519274,-0.09213988077568433,0.02104491567049159
2026-02-27,-0.062171880044365704,-0.0024673171209318584,-0.059704562923433846
2026-03-02,-0.02553260404441444,0.061786105723658856,-0.0873187097680733
2026-03-03,0.05383472159755383,0.09518246875071497,-0.04134774715316114
2026-03-04,-0.01612473988390916,0.014195353547277485,-0.030320093431186645
2026-03-05,0.0032930449707541604,0.07709359004561112,-0.07380054507485695
2026-03-06,0.0381883461211866,0.040316823310605085,-0.0021284771894184845
2026-03-09,-0.023125594996500597,0.05469009947508672,-0.07781569447158732
2026-03-10,0.04545132702814477,-0.04238615484313564,0.0878374818712804
2026-03-11,0.0304899663668448,0.01750443332628886,0.012985533040555941
2026-03-12,0.10363247411530392,0.026384725896676443,0.07724774821862748
2026-03-13,0.05637861374263762,0.05864253175261987,-0.002263918009982248
2026-03-16,0.11718270754180468,0.0970006945017707,0.020182013040033975
2026-03-17,0.0721894666580913,0.02844767711528088,0.04374178954281042
2026-03-18,0.12772919203716304,0.03740190792002186,0.09032728411714118
2026-03-19,0.10985400882412666,0.08255776404012873,0.027296244783997933
2026-03-23,0.09628549339194696,0.044475203418874815,0.051810289973072146
2026-03-24,0.12612091517300933,0.19532237386104925,-0.06920145868803992
2026-03-25,0.12587372988515766,0.08580998398189697,0.040063745903260686
2026-03-26,0.13245044608565334,0.10087334379282611,0.03157710229282723
2026-03-27,0.1450534489788126,0.10608241943762006,0.038971029541192526
2026-03-30,0.1398175443567243,0.13189108680231856,0.007926457554405741
2026-03-31,0.14230898360612135,0.08968694706830359,0.05262203653781776
2026-04-01,0.10424889844851952,0.05830875525932757,0.04594014318919195
2026-04-02,0.09986972205185657,0.04623409886927472,0.053635623182581846
2026-04-03,0.10030734820267048,0.10621137680050237,-0.005904028597831887
2026-04-06,0.10648186932465473,0.1460673036988985,-0.03958543437424378
2026-04-07,0.1457833972687846,0.2515684810728569,-0.10578508380407231
2026-04-08,0.14144923382747007,0.07710061540357359,0.06434861842389648
2026-04-09,0.12717784571579932,0.14851009901992657,-0.021332253304127247
2026-04-10,0.0371151328108647,0.00358955302455958,0.03352557978630512
2026-04-13,0.11852736160689795,0.006527178397113418,0.11200018320978453
2026-04-14,0.03440626702600904,0.026965058539663883,0.007441208486345156
2026-04-15,0.13739078904149352,0.09762137944039471,0.0397694096010988
2026-04-16,0.07512579383483976,0.27419361600075287,-0.19906782216591312
2026-04-17,-0.08206308330620474,-0.006599750385492263,-0.07546333292071247
2026-04-20,-0.08611547163438675,-0.13802164607297224,0.05190617443858549
2026-04-21,-0.06917469300998141,-0.03941880451833089,-0.029755888491650527
2026-04-22,-0.014857907432753281,0.0544028655461364,-0.06926077297888969
2026-04-24,-0.038989774165557115,0.053430246409824744,-0.09242002057538186
2026-04-27,0.01662264880345552,0.08216990453530494,-0.06554725573184941
2026-04-28,0.056101182728896325,0.05184800072111591,0.004253182007780416
2026-04-29,0.014470954726427482,0.032840877866831056,-0.018369923140403574
2026-04-30,0.0022661924239702784,0.009541152765940924,-0.007274960341970646
2026-05-04,-0.0017743919885299191,0.07769464800290198,-0.0794690399914319
2026-05-05,0.02985195225174066,-0.07624980626498623,0.10610175851672689
2026-05-06,-0.012069520843979758,-0.10415345697184533,0.09208393612786557
2026-05-07,-0.06458579878502824,-0.15695786592810196,0.09237206714307372
2026-05-08,-0.07289477165118954,-0.10210174795357115,0.0292069763023816
2026-05-11,-0.08910292071475934,-0.06069516050132985,-0.028407760213429487
2026-05-12,-0.02533483374302642,-0.07443286701625902,0.0490980332732326
2026-05-13,-0.013450355720958079,-0.11940876190241427,0.10595840618145619
2026-05-14,-0.01433213014195904,-0.13458054487817453,0.12024841473621549
2026-05-15,0.06387838736422123,-0.08570100907833408,0.1495793964425553
